geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:,Prevention Tips:,Victim's Guide:
"X: 491994.8808, Y: 5458521.0177, Z: NaN",Theft from Vehicle,2026-04-15T06:40:00.0000000,6XX CITADEL PRDE,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490115.5817, Y: 5460053.2471, Z: NaN",Theft from Vehicle,2026-04-13T06:00:00.0000000,7XX GILFORD ST,VAN,West End,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492949.6678, Y: 5458353.9939, Z: NaN",Theft from Vehicle,2026-04-06T05:31:00.0000000,7XX GORE AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492507.5276, Y: 5457489.9859, Z: NaN",Theft from Vehicle,2026-04-07T21:59:00.0000000,8X E 1ST AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490123.8911, Y: 5457767.4783, Z: NaN",Theft of Bicycle,2026-04-04T21:30:00.0000000,16XX JOHNSTON ST,VAN,Fairview,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 495168.8501, Y: 5455595.1097, Z: NaN",Theft of Bicycle,2026-04-13T04:00:00.0000000,18XX VICTORIA DVRS,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 492534.6297, Y: 5457377.9558, Z: NaN",Theft of Bicycle,2026-04-11T22:06:00.0000000,1XX E 2ND AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/bike-theft-protection/,
"X: 493875.6666, Y: 5450918.9295, Z: NaN",Theft of Vehicle,2026-04-15T20:05:00.0000000,10XX SE MARINE DR,VAN,Sunset,,
"X: 490491.5373, Y: 5450183.2712, Z: NaN",Theft of Vehicle,2026-04-02T07:00:00.0000000,10XX SW MARINE DR,VAN,Marpole,,
"X: 489545.5707, Y: 5450391.2238, Z: NaN",Theft of Vehicle,2026-04-14T17:54:00.0000000,15XX RAND AVE,VAN,Marpole,,
"X: 496860, Y: 5458712, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-09T13:15:00.0000000,29XX E HASTINGS ST,VANCOUVER,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 491263, Y: 5456188, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-02T23:59:00.0000000,30XX BLOCK HEATHER ST,VANCOUVER,Fairview,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 497818, Y: 5456423, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-11T17:22:00.0000000,34XX CORNETT RD,VANCOUVER,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 496799, Y: 5455302, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-02T15:35:00.0000000,38XX BOYD DVRS,VANCOUVER,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 485743, Y: 5452609, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-06T23:13:00.0000000,39XX W 51ST AVE,VANCOUVER,Musqueam,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 493094, Y: 5459033, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-02T14:22:00.0000000,4XX BLOCK ALEXANDER ST,VANCOUVER,Strathcona,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 492649, Y: 5456775, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-07T07:58:00.0000000,MAIN ST / E 8TH AVE,VANCOUVER,Mount Pleasant,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 492754, Y: 5458842, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-11T21:59:00.0000000,MAIN ST / E CORDOVA ST,VANCOUVER,Central Business District,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 492243, Y: 5457396, Z: NaN",Vehicle Collision or Pedestrian Struck (with Injury),2026-04-14T19:28:00.0000000,MANITOBA ST / W 2ND AVE,VANCOUVER,Mount Pleasant,https://vpd.ca/crime-prevention-safety/road-safety/,
"X: 492569.3686, Y: 5458843.9296, Z: NaN",Break and Enter Commercial,2026-04-08T01:00:00.0000000,1XX E CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/business/,
"X: 492591.6148, Y: 5458640.6254, Z: NaN",Break and Enter Commercial,2026-04-05T06:47:00.0000000,1XX E PENDER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/business/,
"X: 492122.6441, Y: 5458572.1096, Z: NaN",Break and Enter Commercial,2026-04-15T01:37:00.0000000,1XX KEEFER PL,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/business/,
"X: 492713.9917, Y: 5458535.6838, Z: NaN",Break and Enter Commercial,2026-04-11T22:17:00.0000000,1XX KEEFER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/business/,
"X: 491346.1239, Y: 5456316.4891, Z: NaN",Break and Enter Commercial,2026-04-08T07:00:00.0000000,6XX W 13TH AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/business/,
"X: 493300.4716, Y: 5457123.2281, Z: NaN",Break and Enter Commercial,2026-04-09T19:45:00.0000000,5XX GREAT NORTHERN WAY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/business/,
"X: 491467.5684, Y: 5459074.6425, Z: NaN",Break and Enter Commercial,2026-04-05T21:37:00.0000000,5XX HOWE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/business/,
"X: 495854.045, Y: 5453852.7697, Z: NaN",Break and Enter Residential/Other,2026-04-06T03:31:00.0000000,23XX E 37TH AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 492367.1438, Y: 5458760.0134, Z: NaN",Break and Enter Residential/Other,2026-04-03T14:45:00.0000000,2X W HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 492367.1438, Y: 5458760.0134, Z: NaN",Break and Enter Residential/Other,2026-04-07T01:10:00.0000000,2X W HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 492256.9786, Y: 5458791.146, Z: NaN",Break and Enter Residential/Other,2026-04-11T13:30:00.0000000,7X W HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 484739.2405, Y: 5456408.5648, Z: NaN",Break and Enter Residential/Other,2026-04-06T14:03:00.0000000,45XX W 14TH AVE,VAN,West Point Grey,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 494563.7471, Y: 5458727.4016, Z: NaN",Mischief,2026-04-13T20:08:00.0000000,14XX E HASTINGS ST,VAN,Grandview-Woodland,,
"X: 491076.5282, Y: 5459647.156, Z: NaN",Mischief,2026-04-15T17:50:00.0000000,12XX W CORDOVA ST,VAN,Central Business District,,
"X: 489560.5596, Y: 5456772.007, Z: NaN",Mischief,2026-04-04T16:50:00.0000000,17XX W BROADWAY AVE,VAN,Fairview,,
"X: 496860.3959, Y: 5452100.8117, Z: NaN",Mischief,2026-04-16T00:19:00.0000000,29XX E 52ND AVE,VAN,Killarney,,
"X: 491789.0672, Y: 5456987.1103, Z: NaN",Mischief,2026-04-06T07:01:00.0000000,22XX YUKON ST,VAN,Mount Pleasant,,
"X: 492744.755, Y: 5458423.9184, Z: NaN",Mischief,2026-04-14T16:51:00.0000000,2XX E GEORGIA ST,VAN,Strathcona,,
"X: 492758.2194, Y: 5458741.7455, Z: NaN",Mischief,2026-04-09T06:02:00.0000000,2XX E HASTINGS ST,VAN,Strathcona,,
"X: 492757.3267, Y: 5458625.1479, Z: NaN",Mischief,2026-04-04T12:30:00.0000000,2XX E PENDER ST,VAN,Strathcona,,
"X: 488717.6171, Y: 5457765.6915, Z: NaN",Mischief,2026-04-03T20:14:00.0000000,22XX CORNWALL AVE,VAN,Kitsilano,,
"X: 487528.3058, Y: 5457305.6812, Z: NaN",Mischief,2026-04-02T21:37:00.0000000,29XX W 4TH AVE,VAN,Kitsilano,,
"X: 492451.3272, Y: 5458751.7456, Z: NaN",Mischief,2026-04-07T10:31:00.0000000,2X E HASTINGS ST,VAN,Central Business District,,
"X: 492367.1438, Y: 5458760.0134, Z: NaN",Mischief,2026-04-02T16:01:00.0000000,2X W HASTINGS ST,VAN,Central Business District,,
"X: 492367.1438, Y: 5458760.0134, Z: NaN",Mischief,2026-04-03T14:45:00.0000000,2X W HASTINGS ST,VAN,Central Business District,,
"X: 492248.8347, Y: 5458992.5901, Z: NaN",Mischief,2026-04-08T10:41:00.0000000,2XX ABBOTT ST,VAN,Central Business District,,
"X: 492881.0379, Y: 5459035.1516, Z: NaN",Mischief,2026-04-12T09:57:00.0000000,2XX ALEXANDER ST,VAN,Strathcona,,
"X: 492324.5597, Y: 5458890.877, Z: NaN",Mischief,2026-04-08T14:59:00.0000000,5X W CORDOVA ST,VAN,Central Business District,,
"X: 492324.5597, Y: 5458890.877, Z: NaN",Mischief,2026-04-11T03:07:00.0000000,5X W CORDOVA ST,VAN,Central Business District,,
"X: 491788.0426, Y: 5458016.558, Z: NaN",Mischief,2026-04-13T15:29:00.0000000,3X SMITHE ST,VAN,Central Business District,,
"X: 493101.1942, Y: 5458723.1277, Z: NaN",Mischief,2026-04-11T21:00:00.0000000,4XX E HASTINGS ST,VAN,Strathcona,,
"X: 492754.1531, Y: 5458715.5736, Z: NaN",Mischief,2026-04-03T20:00:00.0000000,4XX MAIN ST,VAN,Strathcona,,
"X: 492005.9402, Y: 5459036.4323, Z: NaN",Mischief,2026-04-11T02:00:00.0000000,3XX HOMER ST,VAN,Central Business District,,
"X: 493682.0882, Y: 5454023.9039, Z: NaN",Mischief,2026-04-03T17:00:00.0000000,50XX ST CATHERINES ST,VAN,Kensington-Cedar Cottage,,
"X: 490993.8313, Y: 5454157.2683, Z: NaN",Mischief,2026-04-05T15:45:00.0000000,50XX WILLOW ST,VAN,South Cambie,,
"X: 492522.0904, Y: 5458643.2283, Z: NaN",Mischief,2026-04-02T07:00:00.0000000,7X E PENDER ST,VAN,Central Business District,,
"X: 491208.2714, Y: 5458510.421, Z: NaN",Mischief,2026-04-09T02:18:00.0000000,9XX SEYMOUR ST,VAN,Central Business District,,
"X: 491235.2963, Y: 5458550.2872, Z: NaN",Mischief,2026-04-06T01:36:00.0000000,9XX SEYMOUR ST,VAN,Central Business District,,
"X: 491241.7534, Y: 5458543.8127, Z: NaN",Mischief,2026-04-08T14:00:00.0000000,9XX SEYMOUR ST,VAN,Central Business District,,
"X: 492243.1365, Y: 5457396.2466, Z: NaN",Mischief,2026-04-03T09:31:00.0000000,MANITOBA ST / W 2ND AVE,VAN,Mount Pleasant,,
"X: 489722.0631, Y: 5459204.8365, Z: NaN",Mischief,2026-04-05T09:45:00.0000000,BIDWELL ST / BURNABY ST,VAN,West End,,
"X: 491534.093, Y: 5453631.0592, Z: NaN",Mischief,2026-04-14T13:45:00.0000000,CAMBIE ST / W 39TH AVE,VAN,South Cambie,,
"X: 492439.1551, Y: 5458970.44, Z: NaN",Mischief,2026-04-05T14:30:00.0000000,X ALEXANDER ST,VAN,Central Business District,,
"X: 492388.4557, Y: 5457648.476, Z: NaN",Mischief,2026-04-07T15:00:00.0000000,X ATHLETES WAY,VAN,Mount Pleasant,,
"X: 493828.336, Y: 5458598.8235, Z: NaN",Offence Against a Person,2026-04-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 494237.4589, Y: 5458529.9983, Z: NaN",Offence Against a Person,2026-04-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 494380.3163, Y: 5458327.0751, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 486033.3421, Y: 5452714.364, Z: NaN",Offence Against a Person,2026-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Musqueam,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497475.7037, Y: 5454074.2431, Z: NaN",Offence Against a Person,2026-04-16T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497596.1696, Y: 5453999.1274, Z: NaN",Offence Against a Person,2026-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497506.5219, Y: 5453668.548, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497649.8058, Y: 5453135.5926, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497819.7988, Y: 5453843.819, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497950.1161, Y: 5453552.7708, Z: NaN",Offence Against a Person,2026-04-02T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 498086.8761, Y: 5454918.9556, Z: NaN",Offence Against a Person,2026-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492881.4517, Y: 5459065.8627, Z: NaN",Offence Against a Person,2026-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2026-04-14T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490851.443, Y: 5458310.9183, Z: NaN",Other Theft,2026-04-12T11:20:00.0000000,11XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492628.8869, Y: 5454778.269, Z: NaN",Offence Against a Person,2026-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Riley Park,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491198.5704, Y: 5458233.8344, Z: NaN",Other Theft,2026-04-14T20:12:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491255.8833, Y: 5458279.1811, Z: NaN",Other Theft,2026-04-04T16:00:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491256.0712, Y: 5458279.3725, Z: NaN",Other Theft,2026-04-06T00:35:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491258.0914, Y: 5458281.4311, Z: NaN",Other Theft,2026-04-04T20:03:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491258.0914, Y: 5458281.4311, Z: NaN",Other Theft,2026-04-07T15:51:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491258.0914, Y: 5458281.4311, Z: NaN",Other Theft,2026-04-07T22:11:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491258.0914, Y: 5458281.4311, Z: NaN",Other Theft,2026-04-10T21:52:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491258.0914, Y: 5458281.4311, Z: NaN",Other Theft,2026-04-10T23:43:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491258.0914, Y: 5458281.4311, Z: NaN",Other Theft,2026-04-14T18:50:00.0000000,10XX HOMER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492723.7903, Y: 5458104.6727, Z: NaN",Other Theft,2026-04-05T23:10:00.0000000,10XX MAIN ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491068.6829, Y: 5459126.1374, Z: NaN",Other Theft,2026-04-14T18:45:00.0000000,10XX ALBERNI ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490494.7193, Y: 5457981.0102, Z: NaN",Other Theft,2026-04-08T17:14:00.0000000,14XX CONTINENTAL ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490512.2176, Y: 5458043.5178, Z: NaN",Other Theft,2026-04-04T19:41:00.0000000,14XX CONTINENTAL ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490512.2176, Y: 5458043.5178, Z: NaN",Other Theft,2026-04-10T03:17:00.0000000,14XX CONTINENTAL ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490512.2176, Y: 5458043.5178, Z: NaN",Other Theft,2026-04-13T00:24:00.0000000,14XX CONTINENTAL ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494942.5732, Y: 5457788.2913, Z: NaN",Other Theft,2026-04-12T16:52:00.0000000,13XX COMMERCIAL DR,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494411.5409, Y: 5454158.0326, Z: NaN",Other Theft,2026-04-02T17:07:00.0000000,13XX E 33RD AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490495.2398, Y: 5458234.8932, Z: NaN",Other Theft,2026-04-03T00:30:00.0000000,13XX HORNBY ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 486126.3004, Y: 5457363.1609, Z: NaN",Other Theft,2026-04-06T15:00:00.0000000,19XX WALLACE ST,VAN,West Point Grey,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492403.9123, Y: 5457281.9811, Z: NaN",Other Theft,2026-04-12T22:43:00.0000000,1X E 3RD AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492340.0396, Y: 5456696.0797, Z: NaN",Other Theft,2026-04-07T20:38:00.0000000,1X W BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492654.4656, Y: 5457486.0802, Z: NaN",Other Theft,2026-04-07T15:34:00.0000000,1XX E 1ST AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-04T05:45:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-07T05:38:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-09T05:54:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-10T05:25:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-10T05:30:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-11T01:03:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-12T14:15:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495037.9953, Y: 5456613.9613, Z: NaN",Other Theft,2026-04-15T17:28:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492664.6991, Y: 5457397.6232, Z: NaN",Other Theft,2026-04-12T17:54:00.0000000,17XX MAIN ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491277.118, Y: 5456828.2505, Z: NaN",Other Theft,2026-04-03T14:11:00.0000000,24XX HEATHER ST,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 496088.5188, Y: 5458718.3328, Z: NaN",Other Theft,2026-04-14T04:18:00.0000000,25XX E HASTINGS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495668.1026, Y: 5456806.9807, Z: NaN",Other Theft,2026-04-04T01:32:00.0000000,22XX E 7TH AVE,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497676.2134, Y: 5456227.9222, Z: NaN",Other Theft,2026-04-16T03:07:00.0000000,28XX BENTALL ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491958.8371, Y: 5458790.5821, Z: NaN",Other Theft,2026-04-07T17:13:00.0000000,2XX W PENDER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497088.6187, Y: 5454031.4482, Z: NaN",Other Theft,2026-04-14T16:23:00.0000000,30XX EUCLID AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497246.1063, Y: 5456566.2376, Z: NaN",Other Theft,2026-04-08T21:30:00.0000000,31XX E BROADWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497246.1063, Y: 5456566.2376, Z: NaN",Other Theft,2026-04-09T03:31:00.0000000,31XX E BROADWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497246.1063, Y: 5456566.2376, Z: NaN",Other Theft,2026-04-09T22:02:00.0000000,31XX E BROADWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495129.3772, Y: 5455404.3375, Z: NaN",Other Theft,2026-04-09T20:22:00.0000000,37XX BEATRICE ST,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492218.7053, Y: 5458879.6576, Z: NaN",Other Theft,2026-04-13T21:02:00.0000000,3XX ABBOTT ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492218.7053, Y: 5458879.6576, Z: NaN",Other Theft,2026-04-14T17:32:00.0000000,3XX ABBOTT ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492218.7053, Y: 5458879.6576, Z: NaN",Other Theft,2026-04-16T01:16:00.0000000,3XX ABBOTT ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492925.6802, Y: 5459033.7265, Z: NaN",Other Theft,2026-04-12T06:00:00.0000000,3XX ALEXANDER ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492950.5064, Y: 5459032.9424, Z: NaN",Other Theft,2026-04-03T00:00:00.0000000,3XX ALEXANDER ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492972.0127, Y: 5459032.2628, Z: NaN",Other Theft,2026-04-04T16:03:00.0000000,3XX ALEXANDER ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-02T15:20:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-02T16:28:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-04T15:56:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-07T14:00:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-07T23:55:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-08T14:30:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-09T03:55:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-09T15:50:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-10T04:00:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-10T16:00:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-11T14:44:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-11T20:25:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-11T22:11:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-13T21:25:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-13T23:15:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-14T03:20:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
